ParticipantID,BatteryChargeStartMonth,BatteryChargeStartDay,BatteryChargeStartHour,BatteryChargeStopMonth,BatteryChargeStopDay,BatteryChargeStopHour,ChargingTime(min),Starting_SoC,Ending_SoC,SoC_Diff
ST1006,8,5,19,8,5,23,264.0,0.42,1.0,0.58
ST1006,8,6,22,8,7,3,306.0,0.33,1.0,0.67
ST1006,8,7,17,8,7,21,250.0,0.5,1.0,0.5
ST1006,8,8,15,8,8,17,153.0,0.75,1.0,0.25
ST1006,8,11,6,8,11,7,32.0,1.0,1.0,0.0
ST1006,8,11,19,8,11,19,9.0,0.33,0.33,0.0
ST1006,8,11,19,8,11,20,64.0,0.33,0.5,0.17
ST1006,8,12,8,8,12,9,3.0,1.0,1.0,0.0
ST1006,8,12,9,8,12,9,9.0,1.0,1.0,0.0
ST1006,8,12,9,8,12,9,0.0,1.0,1.0,0.0
ST1006,8,12,9,8,12,9,0.0,1.0,1.0,0.0
ST1006,8,12,12,8,12,12,4.0,1.0,1.0,0.0
ST1006,8,13,13,8,13,17,281.0,0.42,1.0,0.58
ST1006,8,14,17,8,14,21,256.0,0.42,1.0,0.58
ST1006,8,27,20,8,27,22,129.0,0.83,1.0,0.17
ST1006,8,28,17,8,28,22,282.0,0.42,1.0,0.58
ST1006,8,29,19,8,29,20,59.0,0.33,0.42,0.09
ST1006,8,30,14,8,30,16,105.0,0.08,0.42,0.34
ST1006,8,30,16,8,30,19,180.0,0.42,0.83,0.41
ST1006,8,30,20,8,31,0,207.0,0.67,1.0,0.33
ST1006,8,31,12,8,31,13,82.0,0.92,1.0,0.08
ST1006,9,1,17,9,1,21,257.0,0.42,1.0,0.58
ST1006,9,2,18,9,2,23,340.0,0.25,1.0,0.75
ST1006,9,3,17,9,3,17,30.0,0.42,0.42,0.0
ST1006,9,3,18,9,3,18,41.0,0.42,0.5,0.08
ST1006,9,3,20,9,4,0,249.0,0.42,1.0,0.58
SS01,9,3,16,9,3,18,104.0,0.83,1.0,0.17
ST1001,2,28,10,2,28,11,55.0,0.83,0.83,0.0
ST1001,2,28,16,2,28,16,39.0,0.58,0.67,0.09
ST1001,3,1,11,3,1,15,216.0,0.33,0.67,0.34
ST1001,3,1,17,3,2,1,469.0,0.42,1.0,0.58
ST1001,3,3,21,3,4,8,665.0,0.08,1.0,0.92
ST1001,3,8,23,3,9,7,469.0,0.42,1.0,0.58
ST1001,3,10,13,3,10,15,143.0,0.33,0.58,0.25
ST1001,3,10,21,3,11,8,626.0,0.17,1.0,0.83
ST1001,3,13,15,3,13,18,203.0,0.42,0.75,0.33
ST1001,3,13,21,3,14,4,432.0,0.42,1.0,0.58
ST1001,3,14,20,3,15,5,532.0,0.33,1.0,0.67
ST1001,3,17,21,3,18,5,466.0,0.42,1.0,0.58
ST1001,3,18,19,3,19,1,371.0,0.5,1.0,0.5
ST1001,3,22,18,3,23,2,459.0,0.42,1.0,0.58
ST1001,3,23,15,3,23,20,301.0,0.67,1.0,0.33
ST1001,3,24,21,3,25,5,482.0,0.33,1.0,0.67
ST1001,3,27,20,3,28,6,619.0,0.17,1.0,0.83
ST1001,3,29,17,3,29,18,66.0,0.25,0.33,0.08
ST1001,3,29,23,3,30,9,600.0,0.17,1.0,0.83
ST1001,3,30,15,3,30,21,323.0,0.5,1.0,0.5
ST1001,4,5,17,4,5,22,344.0,0.58,1.0,0.42
ST1001,4,6,18,4,7,5,638.0,0.17,1.0,0.83
ST1001,4,9,7,4,9,8,75.0,0.5,0.67,0.17
ST1001,4,9,11,4,9,12,29.0,0.42,0.5,0.08
ST1001,4,11,13,4,11,15,90.0,0.42,0.58,0.16
ST1001,4,12,15,4,12,20,283.0,0.42,0.83,0.41
ST1001,4,14,7,4,14,12,314.0,0.5,1.0,0.5
ST1001,4,15,15,4,15,17,145.0,0.33,0.58,0.25
ST1001,4,15,20,4,16,5,508.0,0.33,1.0,0.67
ST1001,4,17,10,4,17,14,232.0,0.67,1.0,0.33
ST1001,4,18,8,4,18,9,39.0,0.67,0.75,0.08
ST1001,4,18,13,4,19,0,667.0,0.08,1.0,0.92
ST1001,4,20,15,4,20,20,331.0,0.58,1.0,0.42
ST1001,4,24,11,4,24,15,259.0,0.42,0.83,0.41
ST1001,4,25,5,4,25,10,315.0,0.58,1.0,0.42
ST1001,4,26,11,4,26,16,340.0,0.5,1.0,0.5
ST1001,4,27,18,4,28,4,607.0,0.17,1.0,0.83
ST1001,5,1,11,5,1,14,202.0,0.25,0.67,0.42
ST1001,5,1,18,5,2,3,544.0,0.25,1.0,0.75
ST1001,5,3,12,5,3,15,219.0,0.58,1.0,0.42
ST1001,5,4,11,5,4,12,60.0,0.58,0.67,0.09
ST1001,5,4,16,5,5,2,601.0,0.17,1.0,0.83
ST1001,5,5,16,5,5,18,101.0,0.33,0.5,0.17
ST1001,5,7,19,5,8,3,508.0,0.33,1.0,0.67
ST1001,5,8,11,5,8,12,70.0,0.92,1.0,0.08
ST1001,5,8,17,5,9,2,531.0,0.25,1.0,0.75
ST1001,5,9,9,5,9,11,104.0,0.75,0.92,0.17
ST1001,5,9,20,5,10,5,498.0,0.33,1.0,0.67
ST1001,5,10,15,5,10,17,172.0,0.5,0.75,0.25
ST1001,5,10,20,5,11,2,377.0,0.58,1.0,0.42
ST1001,5,12,10,5,12,14,207.0,0.75,1.0,0.25
ST1001,5,13,9,5,13,13,229.0,0.42,0.75,0.33
ST1001,5,14,12,5,14,21,531.0,0.25,1.0,0.75
ST1001,5,15,16,5,15,20,222.0,0.75,1.0,0.25
ST1001,5,16,10,5,16,11,43.0,0.83,0.92,0.09
ST1001,5,17,15,5,17,19,220.0,0.75,1.0,0.25
ST1001,5,19,12,5,19,15,168.0,0.42,0.67,0.25
ST1001,5,20,6,5,20,9,196.0,0.42,0.75,0.33
ST1001,5,22,12,5,22,17,300.0,0.33,0.92,0.59
ST1001,5,23,11,5,23,12,79.0,0.58,0.67,0.09
ST1001,5,23,14,5,23,14,17.0,0.42,0.42,0.0
ST1001,5,23,21,5,24,7,605.0,0.17,1.0,0.83
ST1001,5,25,8,5,25,11,137.0,0.58,0.83,0.25
ST1001,5,25,13,5,25,18,329.0,0.67,1.0,0.33
ST1001,5,27,10,5,27,15,318.0,0.58,1.0,0.42
ST1001,5,29,7,5,29,13,395.0,0.5,1.0,0.5
ST1001,5,30,19,5,31,1,393.0,0.5,1.0,0.5
ST1001,5,31,17,6,1,0,409.0,0.42,1.0,0.58
ST1001,6,2,13,6,2,15,148.0,0.33,0.58,0.25
ST1001,6,2,20,6,3,5,503.0,0.33,1.0,0.67
ST1001,6,3,11,6,3,13,62.0,0.75,0.83,0.08
ST1001,6,4,15,6,4,23,468.0,0.33,1.0,0.67
ST1001,6,5,19,6,6,1,348.0,0.58,1.0,0.42
ST1001,6,6,22,6,7,4,374.0,0.5,1.0,0.5
ST1001,6,7,15,6,7,15,30.0,0.33,0.33,0.0
ST1001,6,7,16,6,7,17,66.0,0.17,0.25,0.08
ST1001,6,8,11,6,8,14,136.0,0.92,1.0,0.08
ST1001,6,8,18,6,8,23,320.0,0.58,1.0,0.42
ST1001,6,9,20,6,10,2,344.0,0.58,1.0,0.42
ST1001,6,10,13,6,10,15,141.0,0.75,1.0,0.25
ST1001,6,11,19,6,12,3,510.0,0.25,1.0,0.75
ST1001,6,13,12,6,13,15,213.0,0.75,1.0,0.25
ST1001,6,14,6,6,14,8,137.0,0.75,1.0,0.25
ST1001,6,14,14,6,14,21,406.0,0.5,1.0,0.5
ST1001,6,16,11,6,16,15,253.0,0.5,0.92,0.42
ST1001,6,17,13,6,17,16,200.0,0.33,0.75,0.42
ST1001,6,17,19,6,18,3,422.0,0.5,1.0,0.5
ST1001,6,18,21,6,19,3,364.0,0.5,1.0,0.5
ST1001,6,20,7,6,20,8,32.0,0.67,0.67,0.0
ST1001,6,20,12,6,20,14,109.0,0.42,0.58,0.16
ST1001,6,20,20,6,21,7,630.0,0.17,1.0,0.83
ST1001,6,21,15,6,21,16,59.0,0.67,0.75,0.08
ST1001,6,23,16,6,24,1,564.0,0.25,1.0,0.75
ST1001,6,25,11,6,25,18,416.0,0.42,1.0,0.58
ST1001,6,26,13,6,26,15,101.0,0.58,0.75,0.17
ST1001,6,26,18,6,27,0,371.0,0.5,1.0,0.5
ST1001,6,27,18,6,28,1,362.0,0.58,1.0,0.42
ST1001,6,29,10,6,29,12,121.0,0.67,0.92,0.25
ST1001,6,30,15,6,30,22,401.0,0.5,1.0,0.5
ST1001,7,2,11,7,2,14,197.0,0.5,0.83,0.33
ST1001,7,3,13,7,3,16,131.0,0.33,0.58,0.25
ST1001,7,3,19,7,4,2,451.0,0.33,1.0,0.67
ST1001,7,4,18,7,4,23,344.0,0.58,1.0,0.42
ST1001,7,5,10,7,5,11,62.0,0.75,0.83,0.08
ST1001,7,5,11,7,5,12,28.0,0.83,0.92,0.09
ST1001,7,5,13,7,5,14,46.0,0.67,0.75,0.08
ST1001,7,7,11,7,7,15,212.0,0.25,0.58,0.33
ST1001,7,8,14,7,8,15,65.0,0.58,0.67,0.09
ST1001,7,8,19,7,9,1,367.0,0.5,1.0,0.5
ST1001,7,10,15,7,10,18,135.0,0.25,0.5,0.25
ST1001,7,10,18,7,11,0,392.0,0.5,1.0,0.5
ST1001,7,12,8,7,12,9,60.0,0.83,0.92,0.09
ST1001,7,12,15,7,12,18,185.0,0.67,1.0,0.33
ST1001,7,13,11,7,13,14,170.0,0.5,0.75,0.25
ST1001,7,17,14,7,17,20,324.0,0.58,1.0,0.42
ST1001,7,19,15,7,19,21,355.0,0.5,1.0,0.5
ST1001,7,22,11,7,22,14,162.0,0.83,1.0,0.17
ST1001,7,23,19,7,24,1,372.0,0.5,1.0,0.5
ST1001,7,25,18,7,25,19,70.0,0.58,0.67,0.09
ST1001,7,25,23,7,26,5,348.0,0.58,1.0,0.42
ST1001,7,26,17,7,26,23,352.0,0.5,1.0,0.5
ST1001,7,27,16,7,27,20,207.0,0.75,1.0,0.25
ST1001,7,29,14,7,29,15,66.0,0.5,0.67,0.17
ST1001,7,30,18,7,31,0,345.0,0.58,1.0,0.42
ST1001,8,1,6,8,1,11,282.0,0.67,1.0,0.33
ST1001,8,1,18,8,1,23,277.0,0.58,1.0,0.42
ST1001,8,4,17,8,5,2,552.0,0.17,1.0,0.83
ST1001,8,5,14,8,5,15,77.0,0.42,0.58,0.16
ST1001,8,5,18,8,5,18,25.0,0.25,0.25,0.0
ST1001,8,9,11,8,9,12,85.0,0.5,0.67,0.17
ST1001,8,12,12,8,12,15,162.0,0.33,0.58,0.25
ST1001,8,12,18,8,12,20,103.0,0.42,0.58,0.16
ST1001,8,12,20,8,13,2,352.0,0.58,1.0,0.42
ST1001,8,13,12,8,13,13,65.0,0.75,0.83,0.08
ST1001,8,13,18,8,14,2,452.0,0.42,1.0,0.58
ST1001,8,14,12,8,14,15,172.0,0.83,1.0,0.17
ST1001,8,15,18,8,16,1,402.0,0.5,1.0,0.5
ST1001,8,16,17,8,16,17,38.0,0.58,0.67,0.09
ST1001,8,16,22,8,17,5,425.0,0.42,1.0,0.58
ST1001,8,17,14,8,17,15,66.0,0.58,0.67,0.09
ST1001,8,17,16,8,17,20,291.0,0.67,1.0,0.33
ST1001,8,19,8,8,19,12,220.0,0.67,1.0,0.33
ST1001,8,20,14,8,20,16,101.0,0.5,0.67,0.17
ST1001,8,22,7,8,22,8,70.0,0.58,0.67,0.09
ST1001,8,22,13,8,22,14,55.0,0.42,0.5,0.08
ST1001,8,22,18,8,22,20,102.0,0.25,0.42,0.17
ST1001,8,24,7,8,24,8,88.0,0.92,1.0,0.08
ST1001,8,24,22,8,25,5,409.0,0.42,1.0,0.58
ST1001,8,26,12,8,26,17,278.0,0.25,0.75,0.5
ST1001,8,27,18,8,27,23,305.0,0.58,1.0,0.42
ST1001,8,28,18,8,29,0,366.0,0.5,1.0,0.5
ST1001,8,29,20,8,30,5,507.0,0.33,1.0,0.67
ST1001,8,30,11,8,30,13,128.0,0.75,0.92,0.17
ST1001,8,31,16,9,1,0,503.0,0.25,1.0,0.75
ST1001,9,1,19,9,2,0,328.0,0.58,1.0,0.42
ST1001,9,2,13,9,2,15,136.0,0.75,1.0,0.25
ST1001,9,3,13,9,3,15,120.0,0.58,0.75,0.17
ST1013,2,28,16,2,28,19,152.0,0.25,0.5,0.25
ST1013,2,28,19,2,28,19,2.0,0.5,0.5,0.0
ST1013,2,28,19,2,28,21,95.0,0.5,0.58,0.08
ST1013,3,1,9,3,1,19,576.0,0.17,1.0,0.83
ST1013,3,1,22,3,2,5,375.0,0.58,1.0,0.42
ST1013,3,2,15,3,2,19,224.0,0.83,1.0,0.17
ST1013,3,4,8,3,4,14,361.0,0.58,1.0,0.42
ST1013,3,5,8,3,5,13,310.0,0.67,1.0,0.33
ST1013,3,5,17,3,5,18,102.0,0.92,1.0,0.08
ST1013,3,6,18,3,6,21,166.0,0.75,0.92,0.17
ST1013,3,7,8,3,7,16,437.0,0.5,1.0,0.5
ST1013,3,8,13,3,8,21,515.0,0.33,1.0,0.67
ST1013,3,9,14,3,9,15,47.0,1.0,1.0,0.0
ST1013,3,9,19,3,10,3,451.0,0.42,1.0,0.58
ST1013,3,10,14,3,10,17,154.0,0.92,1.0,0.08
ST1013,3,11,8,3,11,15,381.0,0.58,1.0,0.42
ST1013,3,13,10,3,13,17,393.0,0.58,1.0,0.42
ST1013,3,13,18,3,13,21,209.0,0.83,1.0,0.17
ST1013,3,14,15,3,14,15,3.0,1.0,1.0,0.0
ST1013,3,14,15,3,14,17,77.0,1.0,1.0,0.0
ST1013,3,15,14,3,15,18,245.0,0.75,1.0,0.25
ST1013,3,16,9,3,16,14,344.0,0.5,1.0,0.5
ST1013,3,16,17,3,16,21,229.0,0.67,1.0,0.33
ST1013,3,17,8,3,17,15,438.0,0.5,1.0,0.5
ST1013,3,17,19,3,17,21,85.0,0.75,0.83,0.08
ST1013,3,18,8,3,18,16,481.0,0.42,1.0,0.58
ST1013,3,18,19,3,18,21,125.0,1.0,1.0,0.0
ST1013,3,19,8,3,19,14,365.0,0.67,1.0,0.33
ST1013,3,19,17,3,19,19,110.0,1.0,1.0,0.0
ST1013,3,20,8,3,20,15,379.0,0.58,1.0,0.42
ST1013,3,20,18,3,20,21,197.0,0.75,1.0,0.25
ST1013,3,21,8,3,21,15,414.0,0.58,1.0,0.42
ST1013,3,22,9,3,22,16,423.0,0.58,1.0,0.42
ST1013,3,23,17,3,24,0,401.0,0.58,1.0,0.42
ST1013,3,25,15,3,25,16,64.0,0.92,1.0,0.08
ST1013,3,25,17,3,25,19,142.0,0.92,1.0,0.08
ST1013,3,26,15,3,26,16,71.0,0.5,0.67,0.17
ST1013,3,26,17,3,26,23,347.0,0.58,1.0,0.42
ST1013,3,27,21,3,28,2,284.0,0.75,1.0,0.25
ST1013,3,29,9,3,29,19,579.0,0.25,1.0,0.75
ST1013,4,11,14,4,11,15,53.0,1.0,1.0,0.0
ST1013,4,11,16,4,11,17,38.0,1.0,1.0,0.0
ST1013,4,12,12,4,12,14,128.0,0.83,1.0,0.17
ST1013,4,12,14,4,12,17,139.0,0.83,1.0,0.17
ST1013,4,12,19,4,12,23,247.0,0.58,1.0,0.42
ST1013,4,14,20,4,15,0,231.0,0.83,1.0,0.17
ST1013,4,15,20,4,16,1,306.0,0.67,1.0,0.33
ST1013,4,17,7,4,17,14,414.0,0.33,1.0,0.67
ST1013,4,17,20,4,18,2,318.0,0.42,1.0,0.58
ST1013,4,18,20,4,19,1,314.0,0.58,1.0,0.42
ST1013,4,19,11,4,19,13,108.0,0.58,0.92,0.34
ST1013,4,19,13,4,19,17,262.0,0.75,1.0,0.25
ST1013,4,21,20,4,21,23,171.0,0.83,1.0,0.17
ST1013,4,22,20,4,23,2,332.0,0.5,1.0,0.5
ST1013,4,23,20,4,24,1,289.0,0.5,1.0,0.5
ST1013,4,24,20,4,25,3,423.0,0.25,1.0,0.75
ST1013,4,25,20,4,26,1,300.0,0.58,1.0,0.42
ST1013,4,26,12,4,26,18,389.0,0.33,1.0,0.67
ST1013,4,28,20,4,29,3,405.0,0.33,1.0,0.67
ST1013,4,29,20,4,30,1,267.0,0.58,1.0,0.42
ST1013,4,30,20,5,1,1,292.0,0.58,1.0,0.42
ST1013,5,1,20,5,2,3,398.0,0.25,1.0,0.75
ST1013,5,2,20,5,3,1,292.0,0.67,1.0,0.33
ST1013,5,3,11,5,3,12,91.0,0.58,0.92,0.34
ST1013,5,3,13,5,3,18,263.0,0.75,1.0,0.25
ST1013,5,4,16,5,4,21,295.0,0.67,1.0,0.33
ST1013,5,5,20,5,6,0,196.0,0.83,1.0,0.17
ST1013,5,7,20,5,8,1,311.0,0.58,1.0,0.42
ST1013,5,8,20,5,9,3,392.0,0.33,1.0,0.67
ST1013,5,9,20,5,10,1,262.0,0.67,1.0,0.33
ST1013,5,10,11,5,10,12,76.0,0.67,0.83,0.16
ST1013,5,10,21,5,11,2,316.0,0.5,1.0,0.5
ST1013,5,11,10,5,11,12,102.0,1.0,1.0,0.0
ST1013,5,12,14,5,12,15,65.0,1.0,1.0,0.0
ST1013,5,13,20,5,14,2,374.0,0.42,1.0,0.58
ST1013,5,14,23,5,15,4,325.0,0.58,1.0,0.42
ST1013,5,15,20,5,16,3,414.0,0.25,1.0,0.75
ST1013,5,16,20,5,17,4,474.0,0.17,1.0,0.83
ST1013,5,17,20,5,18,1,293.0,0.58,1.0,0.42
ST1013,5,18,16,5,18,22,352.0,0.42,1.0,0.58
ST1013,5,19,20,5,20,1,254.0,0.67,1.0,0.33
ST1013,5,20,20,5,20,22,77.0,0.67,0.83,0.16
ST1013,5,21,7,5,21,13,327.0,0.58,1.0,0.42
ST1013,5,21,20,5,22,0,226.0,0.75,1.0,0.25
ST1013,5,22,20,5,22,21,19.0,0.25,0.25,0.0
ST1013,5,23,7,5,23,16,507.0,0.08,1.0,0.92
ST1013,5,23,20,5,23,23,154.0,0.83,1.0,0.17
ST1013,5,24,10,5,24,11,54.0,0.67,0.75,0.08
ST1013,5,24,11,5,24,12,75.0,0.75,1.0,0.25
ST1013,5,25,7,5,25,13,347.0,0.25,1.0,0.75
ST1013,5,26,17,5,26,20,198.0,0.42,1.0,0.58
ST1013,5,26,20,5,27,1,271.0,0.75,1.0,0.25
ST1013,5,27,20,5,28,1,296.0,0.67,1.0,0.33
ST1013,5,28,20,5,28,22,69.0,0.58,0.67,0.09
ST1013,5,29,7,5,29,11,234.0,0.5,1.0,0.5
ST1013,5,30,1,5,30,5,233.0,0.58,1.0,0.42
ST1013,5,30,20,5,31,1,283.0,0.67,1.0,0.33
ST1013,5,31,12,5,31,16,284.0,0.42,1.0,0.58
ST1013,6,2,8,6,2,13,283.0,0.58,1.0,0.42
ST1013,6,4,13,6,4,19,321.0,0.5,1.0,0.5
ST1013,6,4,20,6,4,23,199.0,0.83,1.0,0.17
ST1013,6,5,20,6,5,20,18.0,0.42,0.42,0.0
ST1013,6,6,7,6,6,15,444.0,0.25,1.0,0.75
ST1013,6,6,20,6,6,22,123.0,0.83,1.0,0.17
ST1013,6,7,11,6,7,12,27.0,0.67,0.67,0.0
ST1013,6,7,12,6,7,13,77.0,0.67,0.92,0.25
ST1013,6,7,14,6,7,17,189.0,0.75,1.0,0.25
ST1013,6,8,18,6,8,23,329.0,0.5,1.0,0.5
ST1013,6,9,20,6,9,23,168.0,0.83,1.0,0.17
ST1013,6,11,1,6,11,6,284.0,0.58,1.0,0.42
ST1013,6,11,20,6,12,1,299.0,0.58,1.0,0.42
ST1013,6,12,20,6,13,1,306.0,0.33,1.0,0.67
ST1013,6,13,20,6,14,1,295.0,0.58,1.0,0.42
ST1013,6,14,13,6,14,14,49.0,0.58,0.75,0.17
ST1013,6,14,14,6,14,19,319.0,0.58,1.0,0.42
ST1013,6,16,11,6,16,15,262.0,0.67,1.0,0.33
ST1013,6,16,20,6,17,3,422.0,0.17,1.0,0.83
ST1013,6,17,20,6,18,1,300.0,0.5,1.0,0.5
ST1013,6,19,20,6,19,23,183.0,0.58,1.0,0.42
ST1013,6,19,23,6,20,1,116.0,1.0,1.0,0.0
ST1013,6,21,20,6,22,1,277.0,0.58,1.0,0.42
ST1013,6,23,20,6,24,3,408.0,0.25,1.0,0.75
ST1013,6,24,20,6,25,1,305.0,0.58,1.0,0.42
ST1013,6,26,20,6,27,2,363.0,0.42,1.0,0.58
ST1013,6,27,20,6,28,1,288.0,0.58,1.0,0.42
ST1013,6,30,7,6,30,11,270.0,0.42,1.0,0.58
ST1013,6,30,20,7,1,2,349.0,0.42,1.0,0.58
ST1013,7,1,20,7,2,1,303.0,0.33,1.0,0.67
ST1013,7,2,20,7,3,1,259.0,0.67,1.0,0.33
ST1013,7,3,20,7,4,3,378.0,0.33,1.0,0.67
ST1013,7,4,20,7,5,1,266.0,0.67,1.0,0.33
ST1013,7,7,20,7,8,3,387.0,0.08,1.0,0.92
ST1013,7,8,23,7,9,3,269.0,0.17,0.67,0.5
ST1013,7,9,18,7,9,20,153.0,0.42,0.83,0.41
ST1013,7,10,7,7,10,13,333.0,0.33,1.0,0.67
ST1013,7,10,20,7,11,0,198.0,0.67,1.0,0.33
ST1013,7,11,9,7,11,12,149.0,0.83,1.0,0.17
ST1013,7,12,8,7,12,9,65.0,0.58,0.75,0.17
ST1013,7,12,11,7,12,16,311.0,0.33,1.0,0.67
ST1013,7,21,12,7,21,14,68.0,0.5,0.67,0.17
ST1013,7,21,20,7,22,1,306.0,0.33,1.0,0.67
ST1013,7,22,20,7,23,2,312.0,0.5,1.0,0.5
ST1013,7,23,20,7,24,1,268.0,0.58,1.0,0.42
ST1013,7,24,20,7,25,1,309.0,0.33,1.0,0.67
ST1013,7,25,20,7,25,21,37.0,0.58,0.67,0.09
ST1013,7,26,7,7,26,11,261.0,0.5,1.0,0.5
ST1013,7,28,20,7,29,0,224.0,0.5,1.0,0.5
ST1013,7,29,20,7,30,0,215.0,0.58,1.0,0.42
ST1013,7,30,20,7,31,2,310.0,0.5,1.0,0.5
ST1013,7,31,20,8,1,2,361.0,0.33,1.0,0.67
ST1013,8,1,20,8,2,1,272.0,0.67,1.0,0.33
ST1013,8,3,7,8,3,10,203.0,0.33,0.92,0.59
ST1013,8,3,18,8,4,0,352.0,0.33,1.0,0.67
ST1013,8,4,20,8,5,0,229.0,0.75,1.0,0.25
ST1013,8,5,20,8,6,0,208.0,0.67,1.0,0.33
ST1013,8,6,20,8,7,0,209.0,0.58,1.0,0.42
ST1013,8,7,20,8,8,2,322.0,0.42,1.0,0.58
ST1013,8,8,20,8,9,1,271.0,0.67,1.0,0.33
ST1013,8,9,9,8,9,12,189.0,0.67,1.0,0.33
ST1013,8,10,21,8,11,5,474.0,0.17,1.0,0.83
ST1013,8,12,20,8,13,2,359.0,0.42,1.0,0.58
ST1013,8,13,20,8,14,1,266.0,0.58,1.0,0.42
ST1013,8,15,20,8,15,21,24.0,0.67,0.67,0.0
ST1013,8,16,8,8,16,8,26.0,0.42,0.5,0.08
ST1013,8,16,9,8,16,11,126.0,0.25,0.58,0.33
ST1013,8,18,17,8,18,23,315.0,0.5,1.0,0.5
ST1013,8,21,20,8,22,2,365.0,0.33,1.0,0.67
ST1013,8,22,20,8,23,1,302.0,0.5,1.0,0.5
ST1013,8,23,20,8,24,0,221.0,0.58,1.0,0.42
ST1013,8,24,20,8,25,0,234.0,0.58,1.0,0.42
ST1013,8,26,11,8,26,15,255.0,0.58,1.0,0.42
ST1013,8,26,20,8,27,2,338.0,0.42,1.0,0.58
ST1013,8,27,20,8,28,1,268.0,0.67,1.0,0.33
ST1013,8,28,20,8,29,2,383.0,0.33,1.0,0.67
ST1013,8,29,20,8,29,23,186.0,0.83,1.0,0.17
ST1013,8,31,5,8,31,10,265.0,0.58,1.0,0.42
ST1013,8,31,20,9,1,2,327.0,0.33,1.0,0.67
ST1013,9,1,20,9,2,1,302.0,0.42,1.0,0.58
ST1013,9,2,20,9,3,0,215.0,0.58,1.0,0.42
ST1013,9,3,20,9,4,1,286.0,0.58,1.0,0.42
ST1010,2,19,9,2,19,9,14.0,0.75,0.75,0.0
ST1010,2,19,10,2,19,10,28.0,0.75,0.83,0.08
ST1010,2,19,15,2,19,18,214.0,0.33,0.92,0.59
ST1010,2,19,23,2,20,2,175.0,0.83,1.0,0.17
ST1010,2,20,18,2,20,20,132.0,0.17,0.58,0.41
ST1010,2,20,21,2,21,1,282.0,0.58,1.0,0.42
ST1010,2,21,19,2,21,19,0.0,1.0,1.0,0.0
ST1010,2,21,23,2,22,6,378.0,0.25,1.0,0.75
ST1010,2,22,11,2,22,12,57.0,0.83,0.83,0.0
ST1010,2,22,13,2,22,14,73.0,0.83,0.92,0.09
ST1010,2,22,17,2,22,23,347.0,0.33,1.0,0.67
ST1010,2,23,13,2,23,16,216.0,0.67,1.0,0.33
ST1010,2,24,18,2,25,0,355.0,0.33,1.0,0.67
ST1010,2,25,18,2,25,19,31.0,0.25,0.25,0.0
ST1010,2,25,20,2,26,2,379.0,0.25,1.0,0.75
ST1010,2,26,17,2,26,19,76.0,0.33,0.58,0.25
ST1010,2,26,21,2,27,2,332.0,0.42,1.0,0.58
ST1010,2,27,17,2,27,23,316.0,0.42,1.0,0.58
ST1010,2,28,17,2,28,18,70.0,0.58,0.75,0.17
ST1010,2,28,23,3,1,5,403.0,0.25,1.0,0.75
ST1010,3,1,14,3,1,16,103.0,0.67,0.92,0.25
ST1010,3,2,19,3,3,0,312.0,0.42,1.0,0.58
ST1010,3,3,18,3,3,23,337.0,0.33,1.0,0.67
ST1010,3,4,18,3,5,0,363.0,0.33,1.0,0.67
ST1010,3,5,19,3,6,0,282.0,0.5,1.0,0.5
ST1010,3,6,18,3,6,23,354.0,0.42,1.0,0.58
ST1010,3,7,18,3,8,0,382.0,0.33,1.0,0.67
ST1010,3,8,14,3,8,17,216.0,0.75,1.0,0.25
ST1010,3,9,14,3,9,15,60.0,0.75,0.75,0.0
ST1010,3,9,15,3,9,19,191.0,0.75,1.0,0.25
ST1010,3,9,20,3,10,0,238.0,0.67,1.0,0.33
ST1010,3,10,18,3,10,23,285.0,0.5,1.0,0.5
ST1010,3,11,17,3,11,19,68.0,0.42,0.58,0.16
ST1010,3,11,22,3,12,3,318.0,0.42,1.0,0.58
ST1010,3,12,21,3,13,3,373.0,0.33,1.0,0.67
ST1010,3,13,6,3,13,6,33.0,1.0,1.0,0.0
ST1010,3,13,17,3,13,22,297.0,0.5,1.0,0.5
ST1010,3,15,10,3,15,12,168.0,0.67,1.0,0.33
ST1010,3,15,18,3,16,1,402.0,0.25,1.0,0.75
ST1010,3,16,19,3,17,1,399.0,0.25,1.0,0.75
ST1010,3,17,17,3,17,23,351.0,0.42,1.0,0.58
ST1010,3,18,18,3,19,0,370.0,0.33,1.0,0.67
ST1010,3,19,19,3,19,20,51.0,0.33,0.92,0.59
ST1010,3,19,21,3,19,21,0.0,0.92,0.92,0.0
ST1010,3,19,21,3,19,22,73.0,0.92,1.0,0.08
ST1010,3,20,18,3,21,0,397.0,0.33,1.0,0.67
ST1010,3,22,14,3,22,16,121.0,0.67,1.0,0.33
ST1010,3,22,19,3,22,23,239.0,0.58,1.0,0.42
ST1010,3,23,16,3,23,21,338.0,0.5,1.0,0.5
ST1010,3,24,6,3,24,7,62.0,1.0,1.0,0.0
ST1010,3,24,17,3,24,19,82.0,0.33,0.58,0.25
ST1010,3,24,20,3,25,3,423.0,0.25,1.0,0.75
ST1010,3,25,17,3,26,0,402.0,0.33,1.0,0.67
ST1010,3,26,17,3,26,19,69.0,0.33,0.5,0.17
ST1010,3,26,22,3,27,6,450.0,0.17,1.0,0.83
ST1010,3,27,17,3,28,0,401.0,0.25,1.0,0.75
